0.067323,0.320775929
0.106958,0.463236164
0.135561,0.546495003
0.16202,0.594123864
0.186251,0.666171497
0.207455,0.744564995
0.226727,0.794356782
0.245251,0.824213211
0.263147,0.853898141
0.280407,0.888894927
0.296929,0.921873274
0.312964,0.944177962
0.328708,0.957005953
0.344313,0.966871384
0.359738,0.985221197
0.374773,1.012174416
0.389389,1.039770708
0.403635,1.068232172
0.417484,1.093198461
0.431082,1.108327635
0.444553,1.113834013
0.458016,1.115869055
0.471438,1.122204527
0.48475,1.135594496
